observation_location,time,pm2_5,pm10,ozone
"[37.44, 126.766]",2021-01-27 02:00:00,50.3,62.29,1.0
"[37.44, 126.766]",2021-01-27 03:00:00,53.33,92.25,5.68
"[37.44, 126.766]",2021-01-27 04:00:00,57.98,134.08,14.13
"[37.44, 126.766]",2021-01-27 05:00:00,58.6,137.36,16.45
"[37.44, 126.766]",2021-01-27 06:00:00,55.94,127.19,13.05
"[37.44, 126.766]",2021-01-27 07:00:00,55.87,122.82,1.52
"[37.44, 126.766]",2021-01-27 08:00:00,56.76,122.95,0.02
"[37.44, 126.766]",2021-01-27 09:00:00,55.69,121.76,2.41
"[37.44, 126.766]",2021-01-28 10:00:00,27.43,36.47,16.27
"[37.44, 126.766]",2021-01-28 11:00:00,17.43,22.3,53.64
"[37.44, 126.766]",2021-01-28 12:00:00,37.94,40.34,52.21
"[37.44, 126.766]",2021-01-28 13:00:00,22.31,23.4,37.19
"[37.44, 126.766]",2021-01-28 14:00:00,10.51,11.47,45.78
"[37.44, 126.766]",2021-01-28 15:00:00,3.81,4.62,63.66
"[37.44, 126.766]",2021-01-28 16:00:00,2.28,3.03,76.53
"[37.44, 126.766]",2021-01-28 17:00:00,1.87,2.73,78.68
"[37.44, 126.766]",2021-01-28 18:00:00,2.24,3.49,70.81
"[37.44, 126.766]",2021-01-28 19:00:00,2.81,4.51,67.95
"[37.44, 126.766]",2021-01-28 20:00:00,3.15,5.14,68.67
"[37.44, 126.766]",2021-01-28 21:00:00,3.79,6.03,66.52
"[37.44, 126.766]",2021-01-28 22:00:00,4.54,6.94,62.23
"[37.44, 126.766]",2021-01-28 23:00:00,4.89,7.31,60.08
"[37.44, 126.766]",2021-01-29 00:00:00,4.74,7.05,61.51
"[37.44, 126.766]",2021-01-29 01:00:00,4.23,6.36,63.66
"[37.44, 126.766]",2021-01-29 02:00:00,3.53,5.38,67.95
"[37.44, 126.766]",2021-01-29 03:00:00,2.97,4.58,71.53
"[37.44, 126.766]",2021-01-29 04:00:00,2.63,4.1,73.67
"[37.44, 126.766]",2021-01-29 05:00:00,2.54,3.99,73.67
"[37.44, 126.766]",2021-01-29 06:00:00,2.68,4.2,70.81
"[37.44, 126.766]",2021-01-29 07:00:00,3.31,5.07,61.51
"[37.44, 126.766]",2021-01-29 08:00:00,3.64,5.52,52.93
"[37.44, 126.766]",2021-01-29 09:00:00,3.53,5.41,54.36
"[37.44, 126.766]",2021-01-29 10:00:00,3.41,5.28,62.23
"[37.44, 126.766]",2021-01-29 11:00:00,3.46,5.39,67.23
"[37.44, 126.766]",2021-01-29 12:00:00,3.6,5.51,71.53
"[37.44, 126.766]",2021-01-29 13:00:00,3.73,5.55,75.1
"[37.44, 126.766]",2021-01-29 14:00:00,3.95,5.67,77.25
"[37.44, 126.766]",2021-01-29 15:00:00,4.21,6.04,78.68
"[37.44, 126.766]",2021-01-29 16:00:00,6.71,9.59,54.36
"[37.44, 126.766]",2021-01-29 17:00:00,11.04,15.77,16.27
"[37.44, 126.766]",2021-01-29 18:00:00,15.29,21.84,1.16
"[37.44, 126.766]",2021-01-29 19:00:00,22.65,31.32,0.0
"[37.44, 126.766]",2021-01-29 20:00:00,32.14,43.23,0.0
"[37.44, 126.766]",2021-01-29 21:00:00,42.34,55.64,0.0
"[37.44, 126.766]",2021-01-29 22:00:00,54.34,69.94,0.0
"[37.44, 126.766]",2021-01-29 23:00:00,57.81,74.31,0.0
"[37.44, 126.766]",2021-01-30 00:00:00,47.08,62.89,0.0
"[37.44, 126.766]",2021-01-30 01:00:00,25.83,39.57,0.0
"[37.44, 126.766]",2021-01-30 02:00:00,14.89,25.64,0.0
"[37.44, 126.766]",2021-01-30 03:00:00,9.82,18.13,4.74
"[37.44, 126.766]",2021-01-30 04:00:00,8.1,14.58,35.76
"[37.44, 126.766]",2021-01-30 05:00:00,8.77,13.62,41.84
"[37.44, 126.766]",2021-01-30 06:00:00,9.59,13.79,37.91
"[37.44, 126.766]",2021-01-30 07:00:00,10.71,14.87,27.18
"[37.44, 126.766]",2021-01-30 08:00:00,13.01,17.94,8.76
"[37.44, 126.766]",2021-01-30 09:00:00,21.36,31.14,7.96
"[37.44, 126.766]",2021-01-30 10:00:00,39.86,64.73,21.99
"[37.44, 126.766]",2021-01-30 11:00:00,53.55,94.67,28.61
"[37.44, 126.766]",2021-01-30 12:00:00,63.5,119.75,34.33
"[37.44, 126.766]",2021-01-30 13:00:00,71.79,143.76,45.78
"[37.44, 126.766]",2021-01-30 14:00:00,68.47,135.06,51.5
"[37.44, 126.766]",2021-01-30 15:00:00,61.09,117.14,55.79
"[37.44, 126.766]",2021-01-30 16:00:00,67.64,123.31,35.41
"[37.44, 126.766]",2021-01-30 17:00:00,76.8,135.25,11.98
"[37.44, 126.766]",2021-01-30 18:00:00,84.89,146.38,1.02
"[37.44, 126.766]",2021-01-30 19:00:00,93.48,158.69,0.0
"[37.44, 126.766]",2021-01-30 20:00:00,100.27,168.63,0.0
"[37.44, 126.766]",2021-01-30 21:00:00,104.53,174.78,0.0
"[37.44, 126.766]",2021-01-30 22:00:00,110.08,180.78,0.0
"[37.44, 126.766]",2021-01-30 23:00:00,118.91,189.11,0.0
"[37.44, 126.766]",2021-01-31 00:00:00,124.78,192.51,0.0
"[37.44, 126.766]",2021-01-31 01:00:00,123.82,186.44,0.0
"[37.44, 126.766]",2021-01-31 02:00:00,122.62,179.48,0.0
"[37.44, 126.766]",2021-01-31 03:00:00,124.08,176.66,0.0
"[37.44, 126.766]",2021-01-31 04:00:00,125.87,174.71,0.0
"[37.44, 126.766]",2021-01-31 05:00:00,125.77,172.77,0.0
"[37.44, 126.766]",2021-01-31 06:00:00,122.81,169.14,0.0
"[37.44, 126.766]",2021-01-31 07:00:00,118.34,165.39,0.0
"[37.44, 126.766]",2021-01-31 08:00:00,117.47,166.77,0.0
"[37.44, 126.766]",2021-01-31 09:00:00,118.1,173.44,0.91
"[37.44, 126.766]",2021-01-31 10:00:00,114.63,174.9,2.41
"[37.44, 126.766]",2021-01-31 11:00:00,103.64,154.03,4.2
"[37.44, 126.766]",2021-01-31 12:00:00,80.52,117.66,8.67
"[37.44, 126.766]",2021-01-31 13:00:00,42.34,73.67,39.7
"[37.44, 126.766]",2021-01-31 14:00:00,37.94,67.26,52.21
"[37.44, 126.766]",2021-01-31 15:00:00,32.52,57.96,60.08
"[37.44, 126.766]",2021-01-31 16:00:00,25.33,47.83,62.23
"[37.44, 126.766]",2021-01-31 17:00:00,23.34,43.48,45.78
"[37.44, 126.766]",2021-01-31 18:00:00,24.5,43.12,27.54
"[37.44, 126.766]",2021-01-31 19:00:00,26.88,44.34,14.13
"[37.44, 126.766]",2021-01-31 20:00:00,29.53,46.51,7.15
"[37.44, 126.766]",2021-01-31 21:00:00,32.38,49.09,5.81
"[37.44, 126.766]",2021-01-31 22:00:00,35.47,51.95,6.97
"[37.44, 126.766]",2021-01-31 23:00:00,38.34,54.25,10.91
"[37.44, 126.766]",2021-02-01 00:00:00,40.45,55.74,20.03
"[37.44, 126.766]",2021-02-01 01:00:00,40.33,52.3,30.04
"[37.44, 126.766]",2021-02-01 02:00:00,37.86,45.52,37.91
"[37.44, 126.766]",2021-02-01 03:00:00,33.45,38.01,43.63
"[37.44, 126.766]",2021-02-01 04:00:00,26.26,28.92,50.07
"[37.44, 126.766]",2021-02-01 05:00:00,18.62,20.5,54.36
"[37.44, 126.766]",2021-02-01 06:00:00,13.21,14.9,54.36
"[37.44, 126.766]",2021-02-01 07:00:00,11.34,13.83,34.69
"[37.44, 126.766]",2021-02-01 08:00:00,11.86,16.03,5.81
"[37.44, 126.766]",2021-02-01 09:00:00,13.45,19.65,0.22
"[37.44, 126.766]",2021-02-01 10:00:00,14.58,22.78,0.26
"[37.44, 126.766]",2021-02-01 11:00:00,14.38,24.52,0.86
"[37.44, 126.766]",2021-02-01 12:00:00,20.0,32.85,2.86
"[37.44, 126.766]",2021-02-01 13:00:00,48.02,67.28,5.32
"[37.44, 126.766]",2021-02-01 14:00:00,64.4,84.99,1.97
"[37.44, 126.766]",2021-02-01 15:00:00,81.03,100.9,0.48
"[37.44, 126.766]",2021-02-01 16:00:00,100.89,120.83,1.12
"[37.44, 126.766]",2021-02-01 17:00:00,133.98,155.93,1.5
"[37.44, 126.766]",2021-02-01 18:00:00,179.76,207.48,1.07
"[37.44, 126.766]",2021-02-01 19:00:00,170.01,210.3,0.98
"[37.44, 126.766]",2021-02-01 20:00:00,134.97,174.23,0.38
"[37.44, 126.766]",2021-02-01 21:00:00,94.02,114.16,0.26
"[37.44, 126.766]",2021-02-01 22:00:00,43.97,52.27,1.34
"[37.44, 126.766]",2021-02-01 23:00:00,19.48,24.18,7.15
"[37.44, 126.766]",2021-02-02 00:00:00,16.06,20.08,22.17
"[37.44, 126.766]",2021-02-02 01:00:00,15.21,18.91,37.19
"[37.44, 126.766]",2021-02-02 02:00:00,13.43,16.86,45.06
"[37.44, 126.766]",2021-02-02 03:00:00,11.53,14.82,46.49
"[37.44, 126.766]",2021-02-02 04:00:00,10.33,13.52,45.78
"[37.44, 126.766]",2021-02-02 05:00:00,10.66,14.08,41.49
"[37.44, 126.766]",2021-02-02 06:00:00,11.09,14.74,36.84
"[37.44, 126.766]",2021-02-02 07:00:00,11.09,14.89,26.11
"[37.44, 126.766]",2021-02-02 08:00:00,10.25,13.99,18.06
"[37.44, 126.766]",2021-02-02 09:00:00,8.99,12.52,26.11
"[37.44, 126.766]",2021-02-02 10:00:00,7.96,11.3,42.92
"[37.44, 126.766]",2021-02-02 11:00:00,7.18,10.4,53.64
"[37.44, 126.766]",2021-02-02 12:00:00,6.57,9.53,60.8
"[37.44, 126.766]",2021-02-02 13:00:00,5.36,7.65,68.67
"[37.44, 126.766]",2021-02-02 14:00:00,4.96,6.88,71.53
"[37.44, 126.766]",2021-02-02 15:00:00,4.97,6.68,70.1
"[37.44, 126.766]",2021-02-02 16:00:00,4.89,6.52,61.51
"[37.44, 126.766]",2021-02-02 17:00:00,4.8,6.45,45.42
"[37.44, 126.766]",2021-02-02 18:00:00,4.79,6.5,27.9
"[37.44, 126.766]",2021-02-02 19:00:00,5.2,7.08,20.39
"[37.44, 126.766]",2021-02-02 20:00:00,5.55,7.75,20.74
"[37.44, 126.766]",2021-02-02 21:00:00,5.37,7.77,24.32
"[37.44, 126.766]",2021-02-02 22:00:00,5.08,7.68,25.03
"[37.44, 126.766]",2021-02-02 23:00:00,4.82,7.59,25.39
"[37.44, 126.766]",2021-02-03 00:00:00,4.01,6.67,31.47
"[37.44, 126.766]",2021-02-03 01:00:00,4.37,7.14,29.33
"[37.44, 126.766]",2021-02-03 02:00:00,6.08,9.64,17.52
"[37.44, 126.766]",2021-02-03 03:00:00,8.09,12.58,7.42
"[37.44, 126.766]",2021-02-03 04:00:00,10.16,15.65,1.63
"[37.44, 126.766]",2021-02-03 05:00:00,12.05,18.42,0.18
"[37.44, 126.766]",2021-02-03 06:00:00,14.59,21.89,0.01
"[37.44, 126.766]",2021-02-03 07:00:00,22.22,31.69,0.0
"[37.44, 126.766]",2021-02-03 08:00:00,30.92,42.73,0.01
"[37.44, 126.766]",2021-02-03 09:00:00,29.18,41.45,1.57
"[37.44, 126.766]",2021-02-03 10:00:00,10.72,18.27,17.7
"[37.44, 126.766]",2021-02-03 11:00:00,8.76,15.94,29.33
"[37.44, 126.766]",2021-02-03 12:00:00,8.17,14.59,37.55
"[37.44, 126.766]",2021-02-03 13:00:00,7.85,13.38,46.49
"[37.44, 126.766]",2021-02-03 14:00:00,7.69,12.42,46.49
"[37.44, 126.766]",2021-02-03 15:00:00,7.52,11.57,40.05
"[37.44, 126.766]",2021-02-03 16:00:00,8.03,11.33,50.78
"[37.44, 126.766]",2021-02-03 17:00:00,9.65,13.71,51.5
"[37.44, 126.766]",2021-02-03 18:00:00,11.41,17.31,44.35
"[37.44, 126.766]",2021-02-03 19:00:00,13.03,19.09,30.76
"[37.44, 126.766]",2021-02-03 20:00:00,13.36,17.67,19.31
"[37.44, 126.766]",2021-02-03 21:00:00,13.89,17.24,17.88
"[37.44, 126.766]",2021-02-03 22:00:00,15.31,18.2,23.25
"[37.44, 126.766]",2021-02-03 23:00:00,20.45,23.16,36.12
"[37.44, 126.766]",2021-02-04 00:00:00,22.85,25.19,55.79
"[37.44, 126.766]",2021-02-04 01:00:00,21.36,23.82,64.37
"[37.44, 126.766]",2021-02-04 02:00:00,21.77,24.3,58.65
"[37.44, 126.766]",2021-02-04 03:00:00,19.48,22.01,39.34
"[37.44, 126.766]",2021-02-04 04:00:00,14.5,17.5,35.76
"[37.44, 126.766]",2021-02-04 05:00:00,13.53,17.12,39.34
"[37.44, 126.766]",2021-02-04 06:00:00,13.94,18.03,41.13
"[37.44, 126.766]",2021-02-04 07:00:00,14.0,18.61,35.05
"[37.44, 126.766]",2021-02-04 08:00:00,13.89,19.12,26.46
"[37.44, 126.766]",2021-02-04 09:00:00,13.51,19.13,35.76
"[37.44, 126.766]",2021-02-04 10:00:00,12.99,18.52,54.36
"[37.44, 126.766]",2021-02-04 11:00:00,12.92,18.39,63.66
"[37.44, 126.766]",2021-02-04 12:00:00,12.89,18.06,70.1
"[37.44, 126.766]",2021-02-04 13:00:00,12.38,17.05,73.67
"[37.44, 126.766]",2021-02-04 14:00:00,11.76,15.89,75.1
"[37.44, 126.766]",2021-02-04 15:00:00,11.24,15.07,73.67
"[37.44, 126.766]",2021-02-04 16:00:00,12.27,16.39,52.93
"[37.44, 126.766]",2021-02-04 17:00:00,13.75,18.18,22.89
"[37.44, 126.766]",2021-02-04 18:00:00,13.68,18.08,3.26
"[37.44, 126.766]",2021-02-04 19:00:00,13.94,18.8,0.0
"[37.44, 126.766]",2021-02-04 20:00:00,13.08,18.65,0.01
"[37.44, 126.766]",2021-02-04 21:00:00,11.29,17.47,0.38
"[37.44, 126.766]",2021-02-04 22:00:00,10.53,17.6,1.7
"[37.44, 126.766]",2021-02-04 23:00:00,10.73,18.35,2.12
"[37.44, 126.766]",2021-02-05 00:00:00,10.76,18.12,4.78
"[37.44, 126.766]",2021-02-05 01:00:00,10.82,17.5,16.81
"[37.44, 126.766]",2021-02-05 02:00:00,10.85,16.96,30.04
"[37.44, 126.766]",2021-02-05 03:00:00,10.98,16.75,37.19
"[37.44, 126.766]",2021-02-05 04:00:00,11.59,17.16,41.49
"[37.44, 126.766]",2021-02-05 05:00:00,12.63,18.34,37.91
"[37.44, 126.766]",2021-02-05 06:00:00,14.11,20.13,27.54
"[37.44, 126.766]",2021-02-05 07:00:00,17.01,23.65,4.83
"[37.44, 126.766]",2021-02-05 08:00:00,19.88,27.22,0.05
"[37.44, 126.766]",2021-02-05 09:00:00,20.49,28.23,0.6
"[37.44, 126.766]",2021-02-05 10:00:00,19.04,26.93,4.43
"[37.44, 126.766]",2021-02-05 11:00:00,17.66,25.43,13.05
"[37.44, 126.766]",2021-02-05 12:00:00,16.8,23.61,29.68
"[37.44, 126.766]",2021-02-05 13:00:00,17.48,22.51,60.8
"[37.44, 126.766]",2021-02-05 14:00:00,18.73,23.37,67.23
"[37.44, 126.766]",2021-02-05 15:00:00,18.89,23.45,67.23
"[37.44, 126.766]",2021-02-05 16:00:00,17.92,22.76,59.37
"[37.44, 126.766]",2021-02-05 17:00:00,16.85,22.17,44.35
"[37.44, 126.766]",2021-02-05 18:00:00,16.48,22.03,28.61
"[37.44, 126.766]",2021-02-05 19:00:00,17.04,22.76,20.92
"[37.44, 126.766]",2021-02-05 20:00:00,17.85,23.46,23.96
"[37.44, 126.766]",2021-02-05 21:00:00,18.03,23.3,32.9
"[37.44, 126.766]",2021-02-05 22:00:00,17.13,22.19,36.48
"[37.44, 126.766]",2021-02-05 23:00:00,15.65,20.6,36.12
"[37.44, 126.766]",2021-02-06 00:00:00,13.79,18.42,42.2
"[37.44, 126.766]",2021-02-06 01:00:00,12.99,17.36,53.64
"[37.44, 126.766]",2021-02-06 02:00:00,14.42,18.77,60.8
"[37.44, 126.766]",2021-02-06 03:00:00,18.02,22.98,63.66
"[37.44, 126.766]",2021-02-06 04:00:00,21.61,27.85,66.52
"[37.44, 126.766]",2021-02-06 05:00:00,21.35,28.97,67.95
"[37.44, 126.766]",2021-02-06 06:00:00,17.7,26.18,65.8
"[37.44, 126.766]",2021-02-06 07:00:00,15.31,24.47,52.93
"[37.44, 126.766]",2021-02-06 08:00:00,15.53,25.74,35.41
"[37.44, 126.766]",2021-02-06 09:00:00,20.15,32.66,29.68
"[37.44, 126.766]",2021-02-06 10:00:00,30.52,46.74,33.98
"[37.44, 126.766]",2021-02-06 11:00:00,44.78,65.08,35.76
"[37.44, 126.766]",2021-02-06 12:00:00,62.96,86.46,33.26
"[37.44, 126.766]",2021-02-06 13:00:00,90.46,115.31,33.62
"[37.44, 126.766]",2021-02-06 14:00:00,104.57,129.51,36.12
"[37.44, 126.766]",2021-02-06 15:00:00,114.34,138.74,36.84
"[37.44, 126.766]",2021-02-06 16:00:00,116.58,140.39,28.97
"[37.44, 126.766]",2021-02-06 17:00:00,119.23,142.36,14.13
"[37.44, 126.766]",2021-02-06 18:00:00,123.38,145.44,3.04
"[37.44, 126.766]",2021-02-06 19:00:00,127.52,148.65,0.69
"[37.44, 126.766]",2021-02-06 20:00:00,134.43,155.46,0.98
"[37.44, 126.766]",2021-02-06 21:00:00,145.93,168.17,1.3
"[37.44, 126.766]",2021-02-06 22:00:00,157.97,180.5,0.75
"[37.44, 126.766]",2021-02-06 23:00:00,166.8,189.41,0.42
"[37.44, 126.766]",2021-02-07 00:00:00,173.72,196.15,1.05
"[37.44, 126.766]",2021-02-07 01:00:00,176.84,198.43,4.29
"[37.44, 126.766]",2021-02-07 02:00:00,174.46,194.38,8.05
"[37.44, 126.766]",2021-02-07 03:00:00,181.53,198.85,8.4
"[37.44, 126.766]",2021-02-07 04:00:00,189.48,203.96,5.14
"[37.44, 126.766]",2021-02-07 05:00:00,200.09,217.68,0.81
"[37.44, 126.766]",2021-02-07 06:00:00,220.29,246.33,0.01
"[37.44, 126.766]",2021-02-07 07:00:00,238.65,281.85,0.0
"[37.44, 126.766]",2021-02-07 08:00:00,246.82,315.72,0.02
"[37.44, 126.766]",2021-02-07 09:00:00,236.84,311.99,1.77
"[37.44, 126.766]",2021-02-07 10:00:00,205.94,270.05,9.21
"[37.44, 126.766]",2021-02-07 11:00:00,164.87,214.52,16.27
"[37.44, 126.766]",2021-02-07 12:00:00,110.25,141.42,23.6
"[37.44, 126.766]",2021-02-07 13:00:00,47.12,58.87,41.13
"[37.44, 126.766]",2021-02-07 14:00:00,20.82,25.77,54.36
"[37.44, 126.766]",2021-02-07 15:00:00,13.62,17.12,63.66
"[37.44, 126.766]",2021-02-07 16:00:00,10.61,13.54,67.95
"[37.44, 126.766]",2021-02-07 17:00:00,9.25,11.84,62.23
"[37.44, 126.766]",2021-02-07 18:00:00,8.43,10.67,52.93
"[37.44, 126.766]",2021-02-07 19:00:00,7.93,9.95,52.93
"[37.44, 126.766]",2021-02-07 20:00:00,8.43,10.51,55.79
"[37.44, 126.766]",2021-02-07 21:00:00,11.01,13.42,57.94
"[37.44, 126.766]",2021-02-07 22:00:00,14.37,17.42,53.64
"[37.44, 126.766]",2021-02-07 23:00:00,17.63,21.37,45.78
"[37.44, 126.766]",2021-02-08 00:00:00,18.69,22.79,46.49
"[37.44, 126.766]",2021-02-08 01:00:00,17.7,22.02,50.78
"[37.44, 126.766]",2021-02-08 02:00:00,15.78,20.15,53.64
"[37.44, 126.766]",2021-02-08 03:00:00,13.38,17.52,53.64
"[37.44, 126.766]",2021-02-08 04:00:00,10.59,14.23,52.93
"[37.44, 126.766]",2021-02-08 05:00:00,8.4,11.66,51.5
"[37.44, 126.766]",2021-02-08 06:00:00,7.39,10.5,47.92
"[37.44, 126.766]",2021-02-08 07:00:00,7.58,10.79,35.41
"[37.44, 126.766]",2021-02-08 08:00:00,7.47,10.62,25.39
"[37.44, 126.766]",2021-02-08 09:00:00,6.72,9.61,33.26
"[37.44, 126.766]",2021-02-08 10:00:00,5.94,8.53,46.49
"[37.44, 126.766]",2021-02-08 11:00:00,6.09,8.68,52.21
"[37.44, 126.766]",2021-02-08 12:00:00,6.74,9.33,55.79
"[37.44, 126.766]",2021-02-08 13:00:00,6.9,9.17,58.65
"[37.44, 126.766]",2021-02-08 14:00:00,7.34,9.38,60.8
"[37.44, 126.766]",2021-02-08 15:00:00,7.64,9.5,61.51
"[37.44, 126.766]",2021-02-08 16:00:00,7.94,9.8,57.94
"[37.44, 126.766]",2021-02-08 17:00:00,8.42,10.63,45.78
"[37.44, 126.766]",2021-02-08 18:00:00,8.81,11.78,28.97
"[37.44, 126.766]",2021-02-08 19:00:00,9.79,13.81,18.42
"[37.44, 126.766]",2021-02-08 20:00:00,12.23,17.47,13.41
"[37.44, 126.766]",2021-02-08 21:00:00,16.82,23.22,8.14
"[37.44, 126.766]",2021-02-08 22:00:00,21.89,28.93,3.13
"[37.44, 126.766]",2021-02-08 23:00:00,22.37,29.53,2.68
"[37.44, 126.766]",2021-02-09 00:00:00,18.94,25.99,8.94
"[37.44, 126.766]",2021-02-09 01:00:00,15.65,22.87,20.92
"[37.44, 126.766]",2021-02-09 02:00:00,14.64,22.56,26.82
"[37.44, 126.766]",2021-02-09 03:00:00,14.91,23.76,27.18
"[37.44, 126.766]",2021-02-09 04:00:00,14.99,24.31,26.11
"[37.44, 126.766]",2021-02-09 05:00:00,14.31,23.4,25.39
"[37.44, 126.766]",2021-02-09 06:00:00,13.51,21.89,21.28
"[37.44, 126.766]",2021-02-09 07:00:00,14.63,22.79,3.8
"[37.44, 126.766]",2021-02-09 08:00:00,16.22,24.37,0.11
"[37.44, 126.766]",2021-02-09 09:00:00,15.19,23.11,6.35
"[37.44, 126.766]",2021-02-09 10:00:00,11.46,18.05,27.18
"[37.44, 126.766]",2021-02-09 11:00:00,11.02,17.49,36.84
"[37.44, 126.766]",2021-02-09 12:00:00,11.27,17.56,41.13
"[37.44, 126.766]",2021-02-09 13:00:00,11.7,17.07,47.21
"[37.44, 126.766]",2021-02-09 14:00:00,13.9,18.81,48.64
"[37.44, 126.766]",2021-02-09 15:00:00,16.5,21.43,47.92
"[37.44, 126.766]",2021-02-09 16:00:00,21.38,27.66,29.68
"[37.44, 126.766]",2021-02-09 17:00:00,26.69,34.14,10.1
"[37.44, 126.766]",2021-02-09 18:00:00,28.65,35.69,1.27
"[37.44, 126.766]",2021-02-09 19:00:00,29.52,36.33,0.0
"[37.44, 126.766]",2021-02-09 20:00:00,30.34,37.31,0.01
"[37.44, 126.766]",2021-02-09 21:00:00,31.85,39.12,1.08
"[37.44, 126.766]",2021-02-09 22:00:00,33.92,41.54,6.88
"[37.44, 126.766]",2021-02-09 23:00:00,37.56,45.71,8.32
"[37.44, 126.766]",2021-02-10 00:00:00,42.52,50.99,14.84
"[37.44, 126.766]",2021-02-10 01:00:00,47.77,56.38,25.39
"[37.44, 126.766]",2021-02-10 02:00:00,50.58,59.12,30.76
"[37.44, 126.766]",2021-02-10 03:00:00,51.87,60.38,30.04
"[37.44, 126.766]",2021-02-10 04:00:00,52.07,60.54,28.25
"[37.44, 126.766]",2021-02-10 05:00:00,51.98,60.4,25.03
"[37.44, 126.766]",2021-02-10 06:00:00,52.87,61.56,13.95
"[37.44, 126.766]",2021-02-10 07:00:00,56.36,65.98,0.44
"[37.44, 126.766]",2021-02-10 08:00:00,59.65,70.26,0.02
"[37.44, 126.766]",2021-02-10 09:00:00,58.74,69.54,1.14
"[37.44, 126.766]",2021-02-10 10:00:00,53.64,63.8,8.4
"[37.44, 126.766]",2021-02-10 11:00:00,48.44,57.73,22.35
"[37.44, 126.766]",2021-02-10 12:00:00,39.84,47.21,45.42
"[37.44, 126.766]",2021-02-10 13:00:00,28.24,33.58,72.96
"[37.44, 126.766]",2021-02-10 14:00:00,24.81,30.37,75.1
"[37.44, 126.766]",2021-02-10 15:00:00,22.58,28.49,73.67
"[37.44, 126.766]",2021-02-10 16:00:00,24.03,30.1,38.62
"[37.44, 126.766]",2021-02-10 17:00:00,25.63,32.09,9.3
"[37.44, 126.766]",2021-02-10 18:00:00,25.23,32.13,0.89
"[37.44, 126.766]",2021-02-10 19:00:00,24.41,31.93,0.0
"[37.44, 126.766]",2021-02-10 20:00:00,22.41,30.43,0.0
"[37.44, 126.766]",2021-02-10 21:00:00,20.42,28.71,0.03
"[37.44, 126.766]",2021-02-10 22:00:00,21.24,29.94,0.05
"[37.44, 126.766]",2021-02-10 23:00:00,23.91,32.76,0.01
"[37.44, 126.766]",2021-02-11 00:00:00,25.36,34.41,0.01
"[37.44, 126.766]",2021-02-11 01:00:00,27.16,36.7,0.03
"[37.44, 126.766]",2021-02-11 02:00:00,29.42,39.87,0.01
"[37.44, 126.766]",2021-02-11 03:00:00,32.07,43.17,0.0
"[37.44, 126.766]",2021-02-11 04:00:00,35.28,46.12,0.0
"[37.44, 126.766]",2021-02-11 05:00:00,37.48,48.28,0.0
"[37.44, 126.766]",2021-02-11 06:00:00,38.87,49.94,0.0
"[37.44, 126.766]",2021-02-11 07:00:00,42.06,53.92,0.0
"[37.44, 126.766]",2021-02-11 08:00:00,49.02,61.53,0.0
"[37.44, 126.766]",2021-02-11 09:00:00,55.78,69.46,0.01
"[37.44, 126.766]",2021-02-11 10:00:00,55.12,68.96,0.22
"[37.44, 126.766]",2021-02-11 11:00:00,59.39,74.57,0.59
"[37.44, 126.766]",2021-02-11 12:00:00,69.06,87.58,0.91
"[37.44, 126.766]",2021-02-11 13:00:00,91.41,121.4,9.21
"[37.44, 126.766]",2021-02-11 14:00:00,106.25,141.5,9.3
"[37.44, 126.766]",2021-02-11 15:00:00,114.73,151.08,7.78
"[37.44, 126.766]",2021-02-11 16:00:00,126.32,163.21,6.62
"[37.44, 126.766]",2021-02-11 17:00:00,142.19,181.45,1.5
"[37.44, 126.766]",2021-02-11 18:00:00,155.15,195.92,0.18
"[37.44, 126.766]",2021-02-11 19:00:00,163.52,205.75,0.0
"[37.44, 126.766]",2021-02-11 20:00:00,175.02,219.28,0.0
"[37.44, 126.766]",2021-02-11 21:00:00,181.11,226.41,0.0
"[37.44, 126.766]",2021-02-11 22:00:00,187.87,235.39,0.0
"[37.44, 126.766]",2021-02-11 23:00:00,203.17,252.95,0.0
"[37.44, 126.766]",2021-02-12 00:00:00,227.01,277.91,0.0
"[37.44, 126.766]",2021-02-12 01:00:00,254.91,306.03,0.0
"[37.44, 126.766]",2021-02-12 02:00:00,282.42,333.54,0.0
"[37.44, 126.766]",2021-02-12 03:00:00,306.48,356.91,0.0
"[37.44, 126.766]",2021-02-12 04:00:00,313.56,363.54,0.0
"[37.44, 126.766]",2021-02-12 05:00:00,300.19,349.24,0.0
"[37.44, 126.766]",2021-02-12 06:00:00,270.57,318.92,0.0
"[37.44, 126.766]",2021-02-12 07:00:00,240.61,288.94,0.0
"[37.44, 126.766]",2021-02-12 08:00:00,223.6,271.19,0.01
"[37.44, 126.766]",2021-02-12 09:00:00,216.45,262.36,0.53
"[37.44, 126.766]",2021-02-12 10:00:00,200.89,243.75,2.55
"[37.44, 126.766]",2021-02-12 11:00:00,194.15,235.82,4.69
"[37.44, 126.766]",2021-02-12 12:00:00,196.66,238.1,5.99
"[37.44, 126.766]",2021-02-12 13:00:00,175.87,216.03,16.27
"[37.44, 126.766]",2021-02-12 14:00:00,182.39,224.63,18.6
"[37.44, 126.766]",2021-02-12 15:00:00,184.61,229.42,17.88
"[37.44, 126.766]",2021-02-12 16:00:00,232.5,280.87,10.46
"[37.44, 126.766]",2021-02-12 17:00:00,275.76,326.97,4.38
"[37.44, 126.766]",2021-02-12 18:00:00,303.59,356.47,0.66
