observation_location,time,pm2_5,pm10,ozone
"[37.44, 126.766]",2021-02-12 19:00:00,324.67,379.67,0.0
"[37.44, 126.766]",2021-02-12 20:00:00,342.04,399.82,0.0
"[37.44, 126.766]",2021-02-12 21:00:00,349.58,409.67,0.0
"[37.44, 126.766]",2021-02-12 22:00:00,352.21,413.44,0.0
"[37.44, 126.766]",2021-02-12 23:00:00,348.32,409.05,0.0
"[37.44, 126.766]",2021-02-13 00:00:00,336.97,394.65,0.0
"[37.44, 126.766]",2021-02-13 01:00:00,323.25,376.95,0.0
"[37.44, 126.766]",2021-02-13 02:00:00,312.45,362.88,0.0
"[37.44, 126.766]",2021-02-13 03:00:00,310.31,358.4,0.0
"[37.44, 126.766]",2021-02-13 04:00:00,312.26,358.47,0.0
"[37.44, 126.766]",2021-02-13 05:00:00,314.37,359.65,0.0
"[37.44, 126.766]",2021-02-13 06:00:00,318.94,363.73,0.0
"[37.44, 126.766]",2021-02-13 07:00:00,324.68,368.99,0.0
"[37.44, 126.766]",2021-02-13 08:00:00,328.05,371.89,0.02
"[37.44, 126.766]",2021-02-13 09:00:00,325.94,369.07,1.03
"[37.44, 126.766]",2021-02-13 10:00:00,293.6,333.13,4.83
"[37.44, 126.766]",2021-02-13 11:00:00,294.21,333.38,7.87
"[37.44, 126.766]",2021-02-13 12:00:00,303.8,343.54,9.48
"[37.44, 126.766]",2021-02-13 13:00:00,253.74,284.25,24.68
"[37.44, 126.766]",2021-02-13 14:00:00,266.89,297.97,27.9
"[37.44, 126.766]",2021-02-13 15:00:00,263.63,294.57,26.82
"[37.44, 126.766]",2021-02-13 16:00:00,258.84,291.53,13.95
"[37.44, 126.766]",2021-02-13 17:00:00,248.46,280.92,4.25
"[37.44, 126.766]",2021-02-13 18:00:00,234.79,264.1,0.58
"[37.44, 126.766]",2021-02-13 19:00:00,236.19,263.29,0.0
"[37.44, 126.766]",2021-02-13 20:00:00,242.33,268.61,0.0
"[37.44, 126.766]",2021-02-13 21:00:00,247.53,273.68,0.0
"[37.44, 126.766]",2021-02-13 22:00:00,249.3,276.46,0.0
"[37.44, 126.766]",2021-02-13 23:00:00,249.67,278.08,0.0
"[37.44, 126.766]",2021-02-14 00:00:00,249.96,279.01,0.0
"[37.44, 126.766]",2021-02-14 01:00:00,252.41,282.25,0.0
"[37.44, 126.766]",2021-02-14 02:00:00,252.52,283.73,0.0
"[37.44, 126.766]",2021-02-14 03:00:00,248.17,280.54,0.0
"[37.44, 126.766]",2021-02-14 04:00:00,241.3,274.59,0.0
"[37.44, 126.766]",2021-02-14 05:00:00,232.86,266.15,0.0
"[37.44, 126.766]",2021-02-14 06:00:00,224.45,256.45,0.0
"[37.44, 126.766]",2021-02-14 07:00:00,214.45,244.15,0.0
"[37.44, 126.766]",2021-02-14 08:00:00,207.31,234.88,0.0
"[37.44, 126.766]",2021-02-14 09:00:00,204.12,230.2,0.12
"[37.44, 126.766]",2021-02-14 10:00:00,197.57,222.04,0.59
"[37.44, 126.766]",2021-02-14 11:00:00,183.96,206.58,1.24
"[37.44, 126.766]",2021-02-14 12:00:00,166.62,187.3,1.77
"[37.44, 126.766]",2021-02-14 13:00:00,143.3,159.54,2.95
"[37.44, 126.766]",2021-02-14 14:00:00,145.96,162.99,2.15
"[37.44, 126.766]",2021-02-14 15:00:00,156.23,175.51,1.77
"[37.44, 126.766]",2021-02-14 16:00:00,175.14,197.73,1.34
"[37.44, 126.766]",2021-02-14 17:00:00,198.31,223.28,0.49
"[37.44, 126.766]",2021-02-14 18:00:00,220.2,245.84,0.09
"[37.44, 126.766]",2021-02-14 19:00:00,241.74,267.83,0.0
"[37.44, 126.766]",2021-02-14 20:00:00,262.13,287.95,0.0
"[37.44, 126.766]",2021-02-14 21:00:00,279.2,304.06,0.0
"[37.44, 126.766]",2021-02-14 22:00:00,279.33,300.49,0.0
"[37.44, 126.766]",2021-02-14 23:00:00,275.36,296.05,0.0
"[37.44, 126.766]",2021-02-15 00:00:00,274.62,295.03,0.0
"[37.44, 126.766]",2021-02-15 01:00:00,278.53,299.58,0.0
"[37.44, 126.766]",2021-02-15 02:00:00,274.52,295.59,0.0
"[37.44, 126.766]",2021-02-15 03:00:00,241.5,260.11,0.0
"[37.44, 126.766]",2021-02-15 04:00:00,189.04,200.82,0.12
"[37.44, 126.766]",2021-02-15 05:00:00,150.9,157.07,2.68
"[37.44, 126.766]",2021-02-15 06:00:00,137.82,141.63,2.79
"[37.44, 126.766]",2021-02-15 07:00:00,141.19,143.92,0.26
"[37.44, 126.766]",2021-02-15 08:00:00,118.63,120.74,0.08
"[37.44, 126.766]",2021-02-15 09:00:00,67.79,69.8,0.25
"[37.44, 126.766]",2021-02-15 10:00:00,27.17,29.24,4.69
"[37.44, 126.766]",2021-02-15 11:00:00,16.5,18.68,15.38
"[37.44, 126.766]",2021-02-15 12:00:00,12.27,14.49,27.9
"[37.44, 126.766]",2021-02-15 13:00:00,6.83,8.6,55.79
"[37.44, 126.766]",2021-02-15 14:00:00,4.59,6.27,72.24
"[37.44, 126.766]",2021-02-15 15:00:00,4.89,6.73,77.96
"[37.44, 126.766]",2021-02-15 16:00:00,5.57,7.59,77.25
"[37.44, 126.766]",2021-02-15 17:00:00,5.94,8.28,69.38
"[37.44, 126.766]",2021-02-15 18:00:00,6.17,8.93,58.65
"[37.44, 126.766]",2021-02-15 19:00:00,6.82,10.09,53.64
"[37.44, 126.766]",2021-02-15 20:00:00,7.84,11.84,53.64
"[37.44, 126.766]",2021-02-15 21:00:00,9.0,13.77,53.64
"[37.44, 126.766]",2021-02-15 22:00:00,9.88,15.28,52.21
"[37.44, 126.766]",2021-02-15 23:00:00,10.12,15.96,52.21
"[37.44, 126.766]",2021-02-16 00:00:00,10.18,16.36,53.64
"[37.44, 126.766]",2021-02-16 01:00:00,10.4,16.79,55.79
"[37.44, 126.766]",2021-02-16 02:00:00,10.72,17.1,55.08
"[37.44, 126.766]",2021-02-16 03:00:00,11.24,17.26,52.21
"[37.44, 126.766]",2021-02-16 04:00:00,12.19,17.86,43.99
"[37.44, 126.766]",2021-02-16 05:00:00,13.69,19.59,28.25
"[37.44, 126.766]",2021-02-16 06:00:00,16.27,22.98,6.8
"[37.44, 126.766]",2021-02-16 07:00:00,23.91,32.43,0.01
"[37.44, 126.766]",2021-02-16 08:00:00,27.48,36.58,0.05
"[37.44, 126.766]",2021-02-16 09:00:00,19.4,26.52,2.91
"[37.44, 126.766]",2021-02-16 10:00:00,7.87,10.83,38.62
"[37.44, 126.766]",2021-02-16 11:00:00,6.27,8.17,50.78
"[37.44, 126.766]",2021-02-16 12:00:00,5.82,7.44,52.21
"[37.44, 126.766]",2021-02-16 13:00:00,5.36,6.81,53.64
"[37.44, 126.766]",2021-02-16 14:00:00,5.15,6.51,53.64
"[37.44, 126.766]",2021-02-16 15:00:00,5.42,6.67,55.08
"[37.44, 126.766]",2021-02-16 16:00:00,5.57,7.01,57.94
"[37.44, 126.766]",2021-02-16 17:00:00,5.16,6.9,57.94
"[37.44, 126.766]",2021-02-16 18:00:00,5.45,7.5,52.93
"[37.44, 126.766]",2021-02-16 19:00:00,6.11,8.51,52.21
"[37.44, 126.766]",2021-02-16 20:00:00,5.43,8.04,60.08
"[37.44, 126.766]",2021-02-16 21:00:00,5.08,9.52,65.8
"[37.44, 126.766]",2021-02-16 22:00:00,5.69,11.87,66.52
"[37.44, 126.766]",2021-02-16 23:00:00,5.48,10.67,66.52
"[37.44, 126.766]",2021-02-17 00:00:00,4.94,9.55,67.23
"[37.44, 126.766]",2021-02-17 01:00:00,4.77,8.62,65.8
"[37.44, 126.766]",2021-02-17 02:00:00,4.39,7.28,63.66
"[37.44, 126.766]",2021-02-17 03:00:00,3.95,6.11,60.8
"[37.44, 126.766]",2021-02-17 04:00:00,3.59,5.42,59.37
"[37.44, 126.766]",2021-02-17 05:00:00,3.27,4.98,58.65
"[37.44, 126.766]",2021-02-17 06:00:00,3.15,4.85,56.51
"[37.44, 126.766]",2021-02-17 07:00:00,3.64,5.5,47.92
"[37.44, 126.766]",2021-02-17 08:00:00,4.1,6.1,41.49
"[37.44, 126.766]",2021-02-17 09:00:00,4.23,6.31,45.78
"[37.44, 126.766]",2021-02-17 10:00:00,4.37,6.49,53.64
"[37.44, 126.766]",2021-02-17 11:00:00,4.34,6.36,57.22
"[37.44, 126.766]",2021-02-17 12:00:00,3.96,5.74,60.08
"[37.44, 126.766]",2021-02-17 13:00:00,3.66,5.22,62.23
"[37.44, 126.766]",2021-02-17 14:00:00,3.66,5.06,62.94
"[37.44, 126.766]",2021-02-17 15:00:00,3.49,4.81,64.37
"[37.44, 126.766]",2021-02-17 16:00:00,3.26,4.63,62.23
"[37.44, 126.766]",2021-02-17 17:00:00,3.17,4.82,57.22
"[37.44, 126.766]",2021-02-17 18:00:00,3.1,5.24,50.07
"[37.44, 126.766]",2021-02-17 19:00:00,3.67,6.63,46.49
"[37.44, 126.766]",2021-02-17 20:00:00,4.8,8.66,46.49
"[37.44, 126.766]",2021-02-17 21:00:00,5.49,9.58,48.64
"[37.44, 126.766]",2021-02-17 22:00:00,6.32,10.41,49.35
"[37.44, 126.766]",2021-02-17 23:00:00,6.97,10.76,49.35
"[37.44, 126.766]",2021-02-18 00:00:00,6.76,9.93,51.5
"[37.44, 126.766]",2021-02-18 01:00:00,5.45,7.98,53.64
"[37.44, 126.766]",2021-02-18 02:00:00,3.99,6.08,56.51
"[37.44, 126.766]",2021-02-18 03:00:00,3.04,4.89,58.65
"[37.44, 126.766]",2021-02-18 04:00:00,2.58,4.28,58.65
"[37.44, 126.766]",2021-02-18 05:00:00,2.41,4.04,57.94
"[37.44, 126.766]",2021-02-18 06:00:00,2.43,4.04,57.22
"[37.44, 126.766]",2021-02-18 07:00:00,2.89,4.65,52.21
"[37.44, 126.766]",2021-02-18 08:00:00,3.3,5.22,47.21
"[37.44, 126.766]",2021-02-18 09:00:00,3.69,5.82,52.21
"[37.44, 126.766]",2021-02-18 10:00:00,4.29,6.68,59.37
"[37.44, 126.766]",2021-02-18 11:00:00,4.99,7.65,63.66
"[37.44, 126.766]",2021-02-18 12:00:00,5.7,8.51,66.52
"[37.44, 126.766]",2021-02-18 13:00:00,6.46,9.33,68.67
"[37.44, 126.766]",2021-02-18 14:00:00,7.51,10.45,68.67
"[37.44, 126.766]",2021-02-18 15:00:00,8.99,12.14,66.52
"[37.44, 126.766]",2021-02-18 16:00:00,11.05,14.74,58.65
"[37.44, 126.766]",2021-02-18 17:00:00,12.93,17.13,45.06
"[37.44, 126.766]",2021-02-18 18:00:00,13.71,18.1,24.68
"[37.44, 126.766]",2021-02-18 19:00:00,13.92,18.5,12.88
"[37.44, 126.766]",2021-02-18 20:00:00,13.72,18.61,14.84
"[37.44, 126.766]",2021-02-18 21:00:00,13.09,18.05,21.28
"[37.44, 126.766]",2021-02-18 22:00:00,13.83,19.08,14.13
"[37.44, 126.766]",2021-02-18 23:00:00,14.4,20.02,3.93
"[37.44, 126.766]",2021-02-19 00:00:00,13.03,18.72,3.53
"[37.44, 126.766]",2021-02-19 01:00:00,12.29,18.11,8.14
"[37.44, 126.766]",2021-02-19 02:00:00,13.7,19.6,11.98
"[37.44, 126.766]",2021-02-19 03:00:00,15.69,21.6,12.34
"[37.44, 126.766]",2021-02-19 04:00:00,16.83,22.54,13.05
"[37.44, 126.766]",2021-02-19 05:00:00,17.13,22.93,10.82
"[37.44, 126.766]",2021-02-19 06:00:00,17.71,24.56,2.46
"[37.44, 126.766]",2021-02-19 07:00:00,21.2,30.4,0.01
"[37.44, 126.766]",2021-02-19 08:00:00,24.47,35.27,0.09
"[37.44, 126.766]",2021-02-19 09:00:00,23.46,33.88,3.49
"[37.44, 126.766]",2021-02-19 10:00:00,18.26,27.07,17.52
"[37.44, 126.766]",2021-02-19 11:00:00,16.63,24.97,29.68
"[37.44, 126.766]",2021-02-19 12:00:00,17.41,24.99,41.13
"[37.44, 126.766]",2021-02-19 13:00:00,31.15,38.96,58.65
"[37.44, 126.766]",2021-02-19 14:00:00,47.91,57.67,65.8
"[37.44, 126.766]",2021-02-19 15:00:00,65.6,77.67,71.53
"[37.44, 126.766]",2021-02-19 16:00:00,73.85,87.92,72.24
"[37.44, 126.766]",2021-02-19 17:00:00,74.18,89.17,64.37
"[37.44, 126.766]",2021-02-19 18:00:00,72.69,88.69,54.36
"[37.44, 126.766]",2021-02-19 19:00:00,73.54,92.31,52.93
"[37.44, 126.766]",2021-02-19 20:00:00,74.29,96.25,54.36
"[37.44, 126.766]",2021-02-19 21:00:00,75.64,101.41,47.92
"[37.44, 126.766]",2021-02-19 22:00:00,80.78,110.96,33.26
"[37.44, 126.766]",2021-02-19 23:00:00,87.97,123.48,18.42
"[37.44, 126.766]",2021-02-20 00:00:00,111.77,153.96,1.27
"[37.44, 126.766]",2021-02-20 01:00:00,152.52,198.42,0.0
"[37.44, 126.766]",2021-02-20 02:00:00,146.94,186.35,0.24
"[37.44, 126.766]",2021-02-20 03:00:00,132.93,169.61,11.62
"[37.44, 126.766]",2021-02-20 04:00:00,145.23,183.27,36.48
"[37.44, 126.766]",2021-02-20 05:00:00,176.55,211.89,47.21
"[37.44, 126.766]",2021-02-20 06:00:00,214.19,245.75,38.98
"[37.44, 126.766]",2021-02-20 07:00:00,235.85,265.11,8.05
"[37.44, 126.766]",2021-02-20 08:00:00,244.14,272.34,0.17
"[37.44, 126.766]",2021-02-20 09:00:00,247.14,275.49,2.68
"[37.44, 126.766]",2021-02-20 10:00:00,247.76,278.15,10.01
"[37.44, 126.766]",2021-02-20 11:00:00,250.1,284.2,17.52
"[37.44, 126.766]",2021-02-20 12:00:00,254.2,293.79,26.11
"[37.44, 126.766]",2021-02-20 13:00:00,220.45,261.46,45.06
"[37.44, 126.766]",2021-02-20 14:00:00,196.13,232.71,55.08
"[37.44, 126.766]",2021-02-20 15:00:00,168.68,199.21,60.8
"[37.44, 126.766]",2021-02-20 16:00:00,188.97,221.58,36.84
"[37.44, 126.766]",2021-02-20 17:00:00,235.66,274.77,12.16
"[37.44, 126.766]",2021-02-20 18:00:00,258.45,299.64,2.06
"[37.44, 126.766]",2021-02-20 19:00:00,264.66,306.06,0.01
"[37.44, 126.766]",2021-02-20 20:00:00,243.55,281.84,0.0
"[37.44, 126.766]",2021-02-20 21:00:00,193.83,227.12,0.0
"[37.44, 126.766]",2021-02-20 22:00:00,162.93,198.37,0.01
"[37.44, 126.766]",2021-02-20 23:00:00,182.43,220.79,0.27
"[37.44, 126.766]",2021-02-21 00:00:00,247.7,284.9,7.78
"[37.44, 126.766]",2021-02-21 01:00:00,320.15,352.88,40.41
"[37.44, 126.766]",2021-02-21 02:00:00,331.26,356.13,71.53
"[37.44, 126.766]",2021-02-21 03:00:00,293.46,312.91,85.83
"[37.44, 126.766]",2021-02-21 04:00:00,263.18,280.45,87.26
"[37.44, 126.766]",2021-02-21 05:00:00,254.64,271.73,79.39
"[37.44, 126.766]",2021-02-21 06:00:00,242.17,259.78,66.52
"[37.44, 126.766]",2021-02-21 07:00:00,219.32,238.03,42.56
"[37.44, 126.766]",2021-02-21 08:00:00,194.84,215.6,17.52
"[37.44, 126.766]",2021-02-21 09:00:00,172.8,196.74,19.31
"[37.44, 126.766]",2021-02-21 10:00:00,160.12,188.13,36.12
"[37.44, 126.766]",2021-02-21 11:00:00,159.31,191.51,45.78
"[37.44, 126.766]",2021-02-21 12:00:00,164.15,198.7,56.51
"[37.44, 126.766]",2021-02-21 13:00:00,167.11,199.21,80.82
"[37.44, 126.766]",2021-02-21 14:00:00,166.1,194.66,100.14
"[37.44, 126.766]",2021-02-21 15:00:00,159.96,185.98,114.44
"[37.44, 126.766]",2021-02-21 16:00:00,154.32,180.28,117.3
"[37.44, 126.766]",2021-02-21 17:00:00,149.88,176.74,110.15
"[37.44, 126.766]",2021-02-21 18:00:00,141.73,169.42,101.57
"[37.44, 126.766]",2021-02-21 19:00:00,131.57,158.26,94.41
"[37.44, 126.766]",2021-02-21 20:00:00,122.55,146.95,91.55
"[37.44, 126.766]",2021-02-21 21:00:00,114.73,136.77,91.55
"[37.44, 126.766]",2021-02-21 22:00:00,108.46,128.56,89.41
"[37.44, 126.766]",2021-02-21 23:00:00,103.73,122.62,83.69
"[37.44, 126.766]",2021-02-22 00:00:00,102.35,121.34,80.82
"[37.44, 126.766]",2021-02-22 01:00:00,107.01,128.4,71.53
"[37.44, 126.766]",2021-02-22 02:00:00,118.56,143.43,55.08
"[37.44, 126.766]",2021-02-22 03:00:00,131.74,159.4,37.55
"[37.44, 126.766]",2021-02-22 04:00:00,139.22,168.17,22.71
"[37.44, 126.766]",2021-02-22 05:00:00,139.98,169.04,10.19
"[37.44, 126.766]",2021-02-22 06:00:00,137.07,166.18,1.77
"[37.44, 126.766]",2021-02-22 07:00:00,133.63,163.44,0.01
"[37.44, 126.766]",2021-02-22 08:00:00,130.84,162.29,0.04
"[37.44, 126.766]",2021-02-22 09:00:00,126.67,160.14,1.05
"[37.44, 126.766]",2021-02-22 10:00:00,123.45,159.52,6.26
"[37.44, 126.766]",2021-02-22 11:00:00,135.02,172.99,10.1
"[37.44, 126.766]",2021-02-22 12:00:00,151.31,188.4,16.45
"[37.44, 126.766]",2021-02-22 13:00:00,169.39,202.47,59.37
"[37.44, 126.766]",2021-02-22 14:00:00,215.93,255.06,92.98
"[37.44, 126.766]",2021-02-22 15:00:00,198.64,243.54,68.67
"[37.44, 126.766]",2021-02-22 16:00:00,72.01,97.13,68.67
"[37.44, 126.766]",2021-02-22 17:00:00,20.06,29.76,72.24
"[37.44, 126.766]",2021-02-22 18:00:00,14.6,18.34,65.09
"[37.44, 126.766]",2021-02-22 19:00:00,11.77,14.72,62.94
"[37.44, 126.766]",2021-02-22 20:00:00,9.39,12.12,65.09
"[37.44, 126.766]",2021-02-22 21:00:00,7.89,10.66,68.67
"[37.44, 126.766]",2021-02-22 22:00:00,8.02,11.23,66.52
"[37.44, 126.766]",2021-02-22 23:00:00,8.36,11.98,62.23
"[37.44, 126.766]",2021-02-23 00:00:00,8.19,11.89,61.51
"[37.44, 126.766]",2021-02-23 01:00:00,7.86,11.47,60.8
"[37.44, 126.766]",2021-02-23 02:00:00,7.69,11.3,58.65
"[37.44, 126.766]",2021-02-23 03:00:00,7.66,11.33,55.79
"[37.44, 126.766]",2021-02-23 04:00:00,7.29,10.9,54.36
"[37.44, 126.766]",2021-02-23 05:00:00,6.54,9.95,52.93
"[37.44, 126.766]",2021-02-23 06:00:00,5.89,9.09,50.07
"[37.44, 126.766]",2021-02-23 07:00:00,6.31,9.63,36.12
"[37.44, 126.766]",2021-02-23 08:00:00,6.9,10.57,21.28
"[37.44, 126.766]",2021-02-23 09:00:00,6.91,10.75,30.04
"[37.44, 126.766]",2021-02-23 10:00:00,6.6,10.38,43.27
"[37.44, 126.766]",2021-02-23 11:00:00,6.43,10.28,49.35
"[37.44, 126.766]",2021-02-23 12:00:00,6.35,10.14,52.21
"[37.44, 126.766]",2021-02-23 13:00:00,6.15,9.39,61.51
"[37.44, 126.766]",2021-02-23 14:00:00,6.62,9.48,66.52
"[37.44, 126.766]",2021-02-23 15:00:00,6.94,9.63,67.95
"[37.44, 126.766]",2021-02-23 16:00:00,7.65,10.42,65.09
"[37.44, 126.766]",2021-02-23 17:00:00,8.62,11.66,54.36
"[37.44, 126.766]",2021-02-23 18:00:00,9.27,12.54,37.91
"[37.44, 126.766]",2021-02-23 19:00:00,10.34,14.02,27.54
"[37.44, 126.766]",2021-02-23 20:00:00,11.66,16.1,25.39
"[37.44, 126.766]",2021-02-23 21:00:00,12.44,17.45,27.54
"[37.44, 126.766]",2021-02-23 22:00:00,12.99,18.35,27.18
"[37.44, 126.766]",2021-02-23 23:00:00,13.12,18.72,25.75
"[37.44, 126.766]",2021-02-24 00:00:00,12.58,18.3,30.76
"[37.44, 126.766]",2021-02-24 01:00:00,12.26,18.2,37.19
"[37.44, 126.766]",2021-02-24 02:00:00,12.54,18.9,38.62
"[37.44, 126.766]",2021-02-24 03:00:00,13.29,20.17,35.76
"[37.44, 126.766]",2021-02-24 04:00:00,14.38,21.78,31.11
"[37.44, 126.766]",2021-02-24 05:00:00,16.19,24.23,23.25
"[37.44, 126.766]",2021-02-24 06:00:00,18.7,27.68,10.1
"[37.44, 126.766]",2021-02-24 07:00:00,23.19,33.45,0.33
"[37.44, 126.766]",2021-02-24 08:00:00,28.51,40.17,0.14
"[37.44, 126.766]",2021-02-24 09:00:00,32.53,45.24,2.15
"[37.44, 126.766]",2021-02-24 10:00:00,35.58,48.87,7.15
"[37.44, 126.766]",2021-02-24 11:00:00,41.17,55.27,11.44
"[37.44, 126.766]",2021-02-24 12:00:00,51.38,66.3,15.74
"[37.44, 126.766]",2021-02-24 13:00:00,46.83,57.78,26.82
"[37.44, 126.766]",2021-02-24 14:00:00,47.96,57.4,32.9
"[37.44, 126.766]",2021-02-24 15:00:00,51.1,60.42,36.48
"[37.44, 126.766]",2021-02-24 16:00:00,50.83,62.25,21.28
"[37.44, 126.766]",2021-02-24 17:00:00,43.91,56.73,5.32
"[37.44, 126.766]",2021-02-24 18:00:00,36.68,49.03,0.77
"[37.44, 126.766]",2021-02-24 19:00:00,37.54,49.77,0.01
"[37.44, 126.766]",2021-02-24 20:00:00,42.99,56.39,0.0
"[37.44, 126.766]",2021-02-24 21:00:00,47.49,62.28,0.0
"[37.44, 126.766]",2021-02-24 22:00:00,53.49,69.79,0.0
"[37.44, 126.766]",2021-02-24 23:00:00,60.01,77.48,0.0
"[37.44, 126.766]",2021-02-25 00:00:00,63.07,80.54,0.0
"[37.44, 126.766]",2021-02-25 01:00:00,65.35,82.59,0.0
"[37.44, 126.766]",2021-02-25 02:00:00,75.24,92.7,0.0
"[37.44, 126.766]",2021-02-25 03:00:00,94.28,112.91,0.0
"[37.44, 126.766]",2021-02-25 04:00:00,109.27,128.84,0.0
"[37.44, 126.766]",2021-02-25 05:00:00,111.82,131.85,0.0
"[37.44, 126.766]",2021-02-25 06:00:00,106.53,126.56,0.0
"[37.44, 126.766]",2021-02-25 07:00:00,98.66,118.46,0.0
"[37.44, 126.766]",2021-02-25 08:00:00,94.18,113.51,0.02
"[37.44, 126.766]",2021-02-25 09:00:00,94.34,112.98,0.35
"[37.44, 126.766]",2021-02-25 10:00:00,79.02,94.89,1.25
"[37.44, 126.766]",2021-02-25 11:00:00,77.43,92.84,2.08
"[37.44, 126.766]",2021-02-25 12:00:00,79.08,94.52,2.95
"[37.44, 126.766]",2021-02-25 13:00:00,51.31,60.97,7.06
"[37.44, 126.766]",2021-02-25 14:00:00,49.47,58.02,7.78
"[37.44, 126.766]",2021-02-25 15:00:00,49.26,58.08,5.99
"[37.44, 126.766]",2021-02-25 16:00:00,58.19,69.11,2.77
"[37.44, 126.766]",2021-02-25 17:00:00,75.32,89.4,0.94
"[37.44, 126.766]",2021-02-25 18:00:00,92.38,109.37,0.22
"[37.44, 126.766]",2021-02-25 19:00:00,109.6,129.83,0.01
"[37.44, 126.766]",2021-02-25 20:00:00,127.48,151.15,0.0
"[37.44, 126.766]",2021-02-25 21:00:00,137.54,163.92,0.0
"[37.44, 126.766]",2021-02-25 22:00:00,146.21,172.75,0.0
"[37.44, 126.766]",2021-02-25 23:00:00,155.45,181.01,0.0
"[37.44, 126.766]",2021-02-26 00:00:00,150.07,173.05,0.0
"[37.44, 126.766]",2021-02-26 01:00:00,126.05,146.45,0.0
"[37.44, 126.766]",2021-02-26 02:00:00,99.42,118.19,0.0
"[37.44, 126.766]",2021-02-26 03:00:00,77.31,95.14,0.0
"[37.44, 126.766]",2021-02-26 04:00:00,62.79,80.14,0.0
"[37.44, 126.766]",2021-02-26 05:00:00,54.77,70.96,0.0
"[37.44, 126.766]",2021-02-26 06:00:00,51.86,66.32,0.0
"[37.44, 126.766]",2021-02-26 07:00:00,52.83,65.37,0.0
"[37.44, 126.766]",2021-02-26 08:00:00,58.21,69.27,0.09
"[37.44, 126.766]",2021-02-26 09:00:00,60.61,70.41,1.92
"[37.44, 126.766]",2021-02-26 10:00:00,44.49,50.88,13.41
"[37.44, 126.766]",2021-02-26 11:00:00,37.48,43.2,26.11
"[37.44, 126.766]",2021-02-26 12:00:00,32.22,37.71,36.12
"[37.44, 126.766]",2021-02-26 13:00:00,20.24,24.2,71.53
"[37.44, 126.766]",2021-02-26 14:00:00,19.87,24.02,83.69
"[37.44, 126.766]",2021-02-26 15:00:00,21.38,25.54,85.12
"[37.44, 126.766]",2021-02-26 16:00:00,24.23,28.76,57.22
"[37.44, 126.766]",2021-02-26 17:00:00,29.49,34.96,15.02
"[37.44, 126.766]",2021-02-26 18:00:00,33.82,40.19,1.65
"[37.44, 126.766]",2021-02-26 19:00:00,35.38,42.33,0.02
"[37.44, 126.766]",2021-02-26 20:00:00,31.36,37.7,0.0
"[37.44, 126.766]",2021-02-26 21:00:00,24.12,29.43,0.01
"[37.44, 126.766]",2021-02-26 22:00:00,18.9,23.65,0.22
"[37.44, 126.766]",2021-02-26 23:00:00,18.48,23.15,0.48
"[37.44, 126.766]",2021-02-27 00:00:00,19.9,24.45,2.44
"[37.44, 126.766]",2021-02-27 01:00:00,22.26,26.64,15.2
"[37.44, 126.766]",2021-02-27 02:00:00,26.07,30.27,33.26
"[37.44, 126.766]",2021-02-27 03:00:00,30.14,34.1,44.35
"[37.44, 126.766]",2021-02-27 04:00:00,32.3,36.04,50.07
"[37.44, 126.766]",2021-02-27 05:00:00,31.77,35.35,50.78
"[37.44, 126.766]",2021-02-27 06:00:00,30.03,33.55,45.42
"[37.44, 126.766]",2021-02-27 07:00:00,29.21,32.88,25.03
"[37.44, 126.766]",2021-02-27 08:00:00,29.02,32.91,5.36
"[37.44, 126.766]",2021-02-27 09:00:00,28.19,32.1,16.45
"[37.44, 126.766]",2021-02-27 10:00:00,22.8,25.9,49.35
"[37.44, 126.766]",2021-02-27 11:00:00,18.81,21.76,62.94
"[37.44, 126.766]",2021-02-27 12:00:00,16.16,19.11,67.23
"[37.44, 126.766]",2021-02-27 13:00:00,12.45,14.97,75.1
"[37.44, 126.766]",2021-02-27 14:00:00,9.7,11.87,80.11
"[37.44, 126.766]",2021-02-27 15:00:00,8.1,10.15,80.82
"[37.44, 126.766]",2021-02-27 16:00:00,7.65,9.86,72.96
"[37.44, 126.766]",2021-02-27 17:00:00,8.17,10.71,55.79
"[37.44, 126.766]",2021-02-27 18:00:00,8.75,11.54,40.77
"[37.44, 126.766]",2021-02-27 19:00:00,9.47,12.49,34.69
"[37.44, 126.766]",2021-02-27 20:00:00,10.19,13.45,36.12
"[37.44, 126.766]",2021-02-27 21:00:00,10.26,13.66,40.77
"[37.44, 126.766]",2021-02-27 22:00:00,9.9,13.38,42.56
"[37.44, 126.766]",2021-02-27 23:00:00,9.94,13.5,39.7
"[37.44, 126.766]",2021-02-28 00:00:00,9.98,13.47,41.84
"[37.44, 126.766]",2021-02-28 01:00:00,10.02,13.42,45.78
"[37.44, 126.766]",2021-02-28 02:00:00,10.58,14.04,45.06
"[37.44, 126.766]",2021-02-28 03:00:00,11.79,15.47,40.05
"[37.44, 126.766]",2021-02-28 04:00:00,13.74,17.82,32.9
"[37.44, 126.766]",2021-02-28 05:00:00,14.96,19.29,31.83
"[37.44, 126.766]",2021-02-28 06:00:00,14.44,18.77,35.76
"[37.44, 126.766]",2021-02-28 07:00:00,12.77,17.03,35.41
"[37.44, 126.766]",2021-02-28 08:00:00,11.65,16.09,22.35
"[37.44, 126.766]",2021-02-28 09:00:00,10.57,15.25,32.9
"[37.44, 126.766]",2021-02-28 10:00:00,9.57,14.58,42.56
"[37.44, 126.766]",2021-02-28 11:00:00,8.83,14.15,43.63
